UserID,Age,Gender,CityTier,Tenure,AvgSessionDuration,PageViewsPerSession,BounceRate,TotalTransactions,AvgOrderValue,DaysSinceLastPurchase,HighValuePurchase
10866,55,Female,2,79,10.95,21,53.21,59,360.03,283,0
10867,61,Female,2,38,19.13,4,23.09,42,92.36,88,0
10868,62,Male,1,51,4.89,19,37.84,19,178.36,335,0
10869,41,Female,2,44,15.47,10,50.4,77,161.55,94,1
10870,20,Female,2,88,11.4,6,53.17,94,80.07,49,0
10871,42,Male,2,32,10.48,14,15.27,76,64.46,28,1
10872,28,Male,1,11,6.32,24,39.67,96,111.28,239,0
10873,24,Female,1,61,14.18,23,47.67,109,193.67,229,1
10874,24,Female,1,100,14.5,11,41.75,101,96.97,72,1
10875,54,Female,3,57,18.94,2,60.49,78,135.28,321,0
10876,44,Female,2,24,15.83,23,29.08,5,40.2,101,0
10877,46,Male,1,5,9.42,23,11.29,40,131.06,223,0
10878,57,Male,3,114,7.78,16,52.75,51,388.85,191,0
10879,47,Female,1,92,6.33,17,33.21,85,303.33,216,1
10880,51,Female,2,18,17.69,14,15.5,101,163.53,271,0
10881,22,Male,2,8,8.69,2,38.7,76,211.63,339,0
10882,63,Female,3,15,17.72,5,58.84,43,91.72,264,0
10883,41,Male,2,45,13.9,5,22.68,94,621.32,332,1
10884,26,Female,2,98,13.12,23,74.87,83,877.99,318,1
10885,61,Male,3,19,10.57,3,28.85,95,199.01,131,0
10886,56,Male,1,99,14.44,15,42.26,70,1320.18,204,1
10887,20,Male,3,0,11.74,10,23.32,77,102.95,72,0
10888,28,Male,3,89,10.32,2,41.6,41,65.95,339,0
10889,18,Female,3,34,14.58,24,39.06,47,100.61,353,0
10890,32,Male,1,116,11.22,2,19.4,33,147.46,324,0
10891,23,Male,1,57,8.61,22,81.97,30,1062.31,271,0
10892,55,Female,2,32,14.2,20,33.82,78,140.54,310,0
10893,45,Female,2,29,11.54,21,33.83,46,89.5,290,0
10894,69,Male,2,100,13.76,5,55.05,16,86.83,84,0
10895,57,Male,3,48,9.98,23,67.31,4,425.81,96,0
10896,50,Male,2,42,6.96,16,57.33,103,380.96,194,0
10897,44,Female,1,89,18.74,11,23.58,52,119.83,153,0
10898,20,Male,2,65,17.99,18,44.1,69,40.52,269,0
10899,21,Male,1,80,15.34,10,13.72,108,72.57,269,1
10900,50,Male,1,53,10.25,8,54.07,13,670.05,357,0
10901,18,Female,1,7,10.6,8,17.29,112,299.48,288,0
10902,20,Male,3,0,17.33,15,29.35,84,184.17,4,0
10903,29,Female,2,4,10.38,16,40.95,76,751.8,124,1
10904,64,Male,2,69,9.27,7,47.45,51,806.16,119,1
10905,42,Female,2,62,19.29,7,37.22,84,170.16,231,0
10906,55,Male,2,90,11.61,24,63.03,24,172.62,125,0
10907,39,Male,3,108,18.87,14,51.49,36,111.14,358,0
10908,27,Male,3,21,6.21,22,50.35,115,140.16,105,0
10909,37,Female,2,115,13.87,9,23.17,33,54.9,160,0
10910,22,Female,3,112,20.08,8,65.64,86,54.72,299,0
10911,58,Male,2,74,11.92,8,29.36,111,45.65,134,0
10912,27,Male,2,64,10.74,14,66.19,71,407.72,16,0
10913,37,Female,3,21,7.13,20,70.32,35,51.77,121,0
10914,69,Female,2,21,16.13,14,48.43,101,800.92,131,1
10915,49,Male,2,2,8.72,9,55.96,99,99.0,224,0
10916,42,Male,1,78,11.42,25,3.0,65,678.52,260,1
10917,46,Female,2,52,6.86,15,38.17,13,131.64,200,0
10918,59,Female,2,23,18.03,11,56.98,52,51.58,148,0
10919,31,Female,2,16,16.42,2,54.41,51,476.34,184,1
10920,51,Female,2,7,11.67,15,23.31,22,522.3,52,0
10921,64,Male,1,77,7.18,16,36.74,48,86.32,66,0
10922,48,Male,3,82,17.94,24,4.22,18,135.11,223,0
10923,41,Male,2,76,10.34,7,46.99,83,86.34,316,0
10924,25,Male,3,13,7.38,5,13.69,51,159.3,191,0
10925,31,Male,1,5,4.75,25,57.39,87,190.36,22,0
10926,68,Male,2,12,9.22,15,58.15,54,133.05,359,0
10927,46,Male,2,90,5.98,2,34.12,85,42.35,118,0
10928,33,Female,3,89,9.31,4,48.56,87,111.24,273,0
10929,40,Male,1,35,14.78,13,37.85,19,302.94,328,0
10930,48,Male,3,6,10.3,16,44.51,53,148.69,360,0
10931,46,Female,2,38,13.22,7,24.36,89,135.56,42,0
10932,55,Female,2,97,8.91,10,50.03,71,84.67,68,0
10933,31,Female,2,17,12.06,19,17.2,26,108.74,236,0
10934,52,Female,1,96,19.48,25,14.47,99,525.19,278,1
10935,41,Female,2,56,10.41,13,39.23,23,71.93,305,0
10936,67,Male,1,17,13.34,11,37.94,119,307.06,201,1
10937,26,Male,2,113,5.54,10,44.95,84,181.54,58,0
10938,25,Female,2,62,17.88,5,31.58,38,211.82,260,0
10939,42,Male,2,81,9.89,3,68.34,23,98.84,244,0
10940,44,Male,1,11,16.0,22,43.33,108,133.01,171,1
10941,54,Male,1,44,11.31,2,44.38,62,174.22,233,0
10942,39,Male,1,76,14.25,21,43.86,96,116.59,77,0
10943,66,Male,1,78,14.48,7,55.54,99,226.63,296,0
10944,43,Male,2,7,9.99,18,49.35,8,250.03,16,0
10945,24,Female,1,73,16.17,24,47.41,82,952.89,307,1
10946,24,Female,3,114,8.76,19,51.67,40,217.41,306,0
10947,69,Male,1,95,14.91,19,14.54,108,39.38,251,0
10948,25,Female,1,25,10.24,8,15.09,26,433.52,298,0
10949,68,Male,3,110,13.2,16,39.9,4,149.27,334,0
10950,32,Female,1,82,9.95,17,38.13,79,840.58,59,1
10951,22,Female,2,6,12.0,12,49.41,66,551.21,199,1
10952,34,Male,3,15,7.5,2,41.29,66,118.0,236,0
10953,50,Female,3,111,12.79,23,49.44,31,307.31,345,0
10954,40,Female,2,25,11.98,6,22.94,59,110.11,270,0
10955,59,Female,1,11,9.64,25,40.84,115,175.37,217,0
10956,50,Female,2,54,11.58,24,21.55,91,296.5,204,1
10957,39,Female,3,63,12.34,2,46.61,118,416.93,52,0
10958,51,Male,3,69,9.33,19,13.76,39,351.79,116,0
10959,69,Female,1,79,11.28,17,46.05,104,185.54,158,1
10960,39,Female,2,120,7.78,7,19.7,45,1214.22,322,1
10961,26,Female,1,91,21.18,21,35.44,112,131.64,315,1
10962,39,Male,1,3,16.04,4,53.98,103,49.96,235,0
10963,62,Female,2,10,12.89,7,44.3,19,58.05,38,0
10964,29,Male,1,0,16.49,24,17.14,116,552.53,263,1
10965,68,Female,2,47,3.88,19,31.25,72,164.84,167,0
10966,49,Male,1,42,1.57,4,19.23,93,198.12,238,0
10967,49,Female,2,112,10.2,5,16.43,69,114.62,158,0
10968,34,Female,1,44,6.29,8,42.71,26,122.94,263,0
10969,66,Male,2,3,10.85,3,49.12,118,94.71,79,0
10970,19,Male,1,106,12.62,6,47.39,13,252.72,53,0
10971,33,Male,3,31,15.48,15,49.74,97,162.2,80,0
10972,40,Female,1,110,7.25,2,40.83,25,245.69,337,0
10973,43,Female,2,93,13.4,8,37.04,94,228.05,27,0
10974,43,Male,1,106,11.86,9,25.44,50,125.54,104,0
10975,25,Male,1,99,13.19,25,34.62,28,56.09,125,0
10976,29,Male,1,17,9.72,25,21.84,28,52.41,306,0
10977,23,Male,1,75,17.33,22,28.75,38,1854.88,131,1
10978,48,Female,1,49,11.39,10,42.29,108,554.33,326,0
10979,36,Female,2,76,18.9,14,39.29,92,497.77,361,0
10980,47,Male,2,90,8.64,14,85.44,80,103.4,238,0
10981,49,Female,1,60,14.77,22,21.49,75,176.3,125,0
10982,55,Male,2,37,11.56,19,39.19,50,92.65,218,0
10983,46,Female,2,110,10.49,23,20.36,108,62.89,244,0
10984,52,Male,1,80,14.33,15,35.38,32,110.56,39,0
10985,49,Female,2,107,10.6,24,35.97,113,492.36,304,1
10986,52,Female,1,28,1.15,19,53.25,45,337.16,159,0
10987,50,Male,1,101,0.5,19,34.48,40,82.12,309,0
10988,34,Female,2,39,16.89,17,38.23,57,136.9,223,0
10989,31,Female,3,55,16.72,10,34.76,89,313.91,315,0
10990,59,Male,3,104,19.35,16,20.68,85,112.1,29,0
10991,36,Male,3,42,11.73,10,31.54,92,186.21,15,0
10992,47,Female,2,30,6.63,17,35.46,10,239.42,40,0
10993,28,Male,1,110,10.12,8,42.07,19,237.39,320,0
10994,40,Male,2,116,11.85,21,49.1,101,213.37,363,0
10995,46,Male,1,37,7.77,15,37.6,117,105.1,365,0
10996,51,Female,1,37,18.39,19,37.34,15,113.87,121,0
10997,45,Male,1,27,20.76,7,16.05,108,72.28,96,0
10998,37,Male,2,2,13.71,21,48.83,31,51.78,128,0
10999,68,Female,2,66,11.76,21,30.91,117,160.02,299,0
11000,45,Female,1,30,6.62,5,51.83,119,330.78,92,0
11001,60,Female,2,102,17.99,10,60.09,76,59.63,200,0
11002,57,Male,2,20,12.11,18,38.28,22,216.52,236,0
11003,47,Female,3,76,10.64,22,26.16,94,322.72,132,0
11004,64,Female,1,61,13.72,19,40.76,12,41.77,173,0
11005,24,Male,2,74,9.46,13,46.06,40,141.7,243,0
11006,66,Female,1,13,12.39,9,36.42,76,631.96,289,0
11007,63,Male,2,56,6.03,23,32.82,8,269.16,69,0
11008,44,Male,1,75,16.15,22,49.17,47,40.68,187,0
11009,56,Male,1,41,11.38,23,48.21,95,292.45,56,1
11010,45,Female,2,105,16.44,9,35.98,11,97.67,5,0
11011,32,Male,1,64,11.0,12,17.02,44,300.07,236,0
11012,60,Male,1,43,11.26,7,47.62,0,102.16,176,0
11013,31,Male,3,3,6.95,24,29.87,78,167.91,94,0
11014,34,Male,1,20,14.84,22,44.11,9,115.07,20,0
11015,45,Male,2,57,8.3,6,43.19,33,175.43,346,0
11016,62,Female,2,48,9.85,7,13.61,62,112.43,302,0
11017,38,Male,1,105,11.8,15,42.18,25,147.0,342,0
11018,44,Male,2,95,12.28,11,48.46,27,69.95,41,0
11019,20,Female,1,19,4.98,13,50.24,100,256.6,5,0
11020,24,Male,2,71,10.88,10,42.7,93,200.64,79,0
11021,20,Female,1,54,14.98,18,12.33,9,49.6,36,0
11022,21,Male,1,12,10.29,23,59.52,102,379.65,168,0
11023,64,Male,1,80,10.9,24,46.96,56,152.52,236,0
11024,62,Male,3,64,12.45,12,23.55,17,198.53,71,0
11025,61,Male,3,10,11.3,21,29.58,108,317.71,145,0
11026,20,Male,3,56,7.68,18,44.35,40,226.06,197,0
11027,22,Female,2,88,11.65,6,50.86,39,434.26,116,0
11028,32,Male,2,39,15.78,21,33.92,17,139.21,168,0
11029,47,Female,2,43,7.6,10,52.97,106,392.15,216,0
11030,35,Female,3,13,10.3,17,15.0,34,192.61,348,0
11031,43,Male,2,24,6.27,19,25.88,71,260.02,113,0
11032,27,Male,2,118,15.57,24,11.07,28,239.75,32,1
11033,56,Male,2,75,11.43,24,27.99,107,460.61,317,1
11034,34,Male,2,21,8.4,21,62.87,94,307.2,211,0
11035,21,Male,1,58,12.17,14,70.84,60,123.88,172,0
11036,57,Female,2,23,6.99,11,44.4,41,106.12,263,0
11037,65,Female,1,53,7.67,12,31.74,78,168.34,359,0
11038,18,Male,3,17,5.96,24,37.79,59,96.73,46,0
11039,41,Female,2,74,7.53,6,47.86,112,77.02,314,0
11040,61,Female,3,68,17.23,14,18.34,80,33.28,232,0
11041,55,Male,2,76,8.87,18,32.7,3,52.27,214,0
11042,63,Female,3,53,13.66,2,61.81,98,823.37,316,0
11043,40,Female,1,34,8.45,17,25.84,23,104.87,111,0
11044,37,Female,3,30,14.84,8,30.14,36,772.39,288,1
11045,55,Female,2,26,7.7,8,41.19,52,239.67,208,0
11046,26,Male,1,51,11.96,16,45.11,25,168.34,342,0
11047,30,Male,1,54,12.01,2,31.94,113,54.29,171,0
11048,49,Female,1,81,21.11,5,42.12,117,175.64,263,1
11049,53,Male,2,6,14.32,12,49.82,18,765.62,182,1
11050,24,Male,2,34,9.43,16,69.44,38,589.78,144,1
11051,44,Female,3,103,14.54,4,39.17,44,216.74,137,0
11052,37,Male,2,110,20.35,10,40.4,80,71.44,336,0
11053,44,Male,2,112,5.28,9,63.15,71,82.95,306,0
11054,68,Female,2,37,8.43,14,33.04,81,90.0,82,0
11055,22,Male,3,16,10.85,9,21.8,3,474.26,316,0
11056,70,Male,3,23,10.13,2,44.63,61,624.86,213,0
11057,41,Female,1,15,10.47,14,56.6,25,203.89,38,0
11058,58,Male,3,115,6.58,22,46.24,27,138.16,280,0
11059,40,Male,2,106,17.42,16,39.59,92,585.68,59,1
11060,34,Male,3,98,6.11,10,20.0,16,81.57,319,0
11061,58,Female,3,88,11.0,13,40.15,3,182.22,166,0
11062,54,Male,2,41,15.98,5,58.88,58,251.11,335,0
11063,25,Male,1,57,11.68,7,23.11,88,89.28,176,0
11064,55,Male,2,101,7.88,12,37.45,61,106.57,31,0
11065,57,Male,1,98,6.41,16,35.38,19,100.29,280,0
11066,38,Female,3,62,10.88,13,30.88,92,528.39,265,0
11067,67,Male,1,101,8.77,25,44.59,45,778.99,110,1
11068,51,Female,2,41,12.62,17,47.43,85,191.39,74,1
11069,35,Male,3,50,6.19,2,47.28,24,141.96,316,0
11070,18,Male,1,101,15.05,14,26.84,109,109.61,285,0
11071,53,Female,2,45,12.26,15,17.13,34,175.24,109,1
11072,29,Male,2,91,12.56,3,44.8,116,113.93,256,0
11073,58,Male,2,54,17.56,11,33.66,45,162.24,88,0
11074,45,Female,1,36,10.05,22,67.66,87,241.56,66,0
11075,42,Male,1,26,8.9,10,68.33,60,127.57,242,0
11076,26,Female,2,73,9.61,12,69.87,9,150.94,304,0
11077,55,Female,2,58,11.03,7,27.37,11,151.43,336,0
11078,26,Male,2,44,11.44,3,49.26,48,136.6,169,0
11079,40,Male,1,89,8.48,9,53.63,23,124.02,52,0
11080,62,Male,2,0,3.71,20,52.0,73,317.13,199,0
11081,66,Male,2,11,9.56,25,35.86,16,43.97,249,0
11082,70,Male,1,116,13.24,17,59.55,70,597.48,355,0
11083,68,Female,2,80,12.35,21,41.01,24,194.51,41,0
11084,47,Male,1,66,16.6,17,42.86,21,281.63,240,0
11085,28,Female,2,1,19.62,17,18.7,44,308.08,187,0
11086,62,Male,3,72,14.84,12,50.35,69,100.74,215,1
11087,60,Male,2,52,17.33,3,37.22,47,85.76,33,0
11088,70,Male,2,72,14.87,11,47.74,41,78.23,6,0
11089,52,Female,1,4,18.64,22,44.41,40,144.33,221,0
11090,25,Male,1,66,19.2,14,43.62,40,301.92,72,0
11091,44,Male,1,69,15.6,20,40.34,48,110.99,224,0
11092,41,Female,3,35,14.63,3,52.41,100,281.17,9,0
11093,62,Female,3,6,10.98,6,38.12,69,27.6,293,0
11094,38,Male,1,117,11.63,9,19.9,50,129.55,121,1
11095,35,Female,1,85,10.45,10,49.25,89,434.92,165,0
11096,22,Male,2,75,14.29,25,29.27,63,153.15,126,0
11097,62,Male,2,92,8.92,13,21.8,113,91.66,153,0
11098,58,Male,2,81,11.04,17,26.18,67,104.84,194,0
11099,20,Male,2,16,2.38,17,45.11,25,16.49,236,0
11100,40,Male,3,55,18.69,12,39.6,67,79.49,252,0
11101,43,Female,1,107,10.92,25,10.08,92,399.19,362,0
11102,42,Male,2,34,13.62,7,35.44,25,111.09,65,0
11103,66,Female,2,117,17.63,2,57.95,24,121.81,319,0
11104,25,Female,1,7,13.0,19,34.46,71,28.39,220,0
11105,34,Female,3,40,17.58,17,38.6,106,49.04,113,0
11106,27,Female,1,42,6.83,8,56.12,40,442.76,335,0
11107,30,Female,2,74,21.39,22,52.53,60,283.23,258,0
11108,66,Female,2,21,16.15,5,55.82,78,63.61,67,0
11109,67,Male,3,27,12.64,8,3.0,79,107.01,63,1
11110,20,Male,2,80,17.5,5,66.14,17,171.06,241,0
11111,51,Male,2,34,7.13,6,50.23,47,68.84,267,0
11112,30,Female,3,106,10.65,19,76.69,119,36.66,16,0
11113,28,Male,3,105,17.58,18,29.66,106,154.56,229,0
11114,33,Female,2,36,4.33,17,15.43,92,273.53,194,1
11115,28,Male,3,67,14.04,22,41.1,2,277.67,354,0
11116,43,Female,1,40,13.93,3,37.01,50,346.36,271,0
11117,70,Male,2,41,19.68,16,50.48,6,52.09,332,0
11118,49,Male,3,81,5.47,4,56.59,36,183.08,12,0
11119,56,Male,1,35,18.24,24,39.73,103,141.94,279,0
11120,44,Male,2,18,9.56,17,37.51,46,163.49,122,0
11121,18,Male,3,31,10.01,20,48.58,20,148.35,202,0
11122,22,Male,3,112,6.91,15,37.28,86,104.55,321,0
11123,32,Male,3,31,7.45,11,36.07,91,16.63,318,0
11124,30,Male,2,44,13.41,18,56.04,78,433.12,82,1
11125,62,Male,3,76,7.35,22,59.27,97,226.37,87,0
11126,62,Male,1,12,14.76,6,56.72,84,54.98,264,0
11127,63,Male,2,32,9.15,22,38.56,76,253.11,321,0
11128,51,Male,2,21,6.95,19,9.97,106,123.46,224,0
11129,47,Male,3,111,9.69,4,38.85,38,126.22,19,0
11130,52,Male,3,112,13.15,24,30.01,54,96.1,59,0
11131,39,Male,2,91,10.69,6,39.12,67,266.03,274,0
11132,53,Female,2,29,11.94,16,31.27,80,93.78,271,0
11133,60,Female,2,74,14.58,5,40.7,57,74.39,328,0
11134,58,Female,2,80,16.13,6,25.93,52,423.07,194,0
11135,50,Male,2,105,10.56,17,22.43,19,152.21,156,0
11136,21,Female,1,18,7.62,18,58.73,76,155.98,41,1
11137,56,Male,2,89,12.1,18,26.94,14,300.34,286,0
11138,37,Female,3,23,13.68,10,41.0,56,103.97,347,0
11139,57,Female,2,68,5.96,21,54.84,49,121.47,16,0
11140,46,Female,3,106,8.24,3,54.26,93,222.13,180,0
11141,64,Female,2,7,8.92,22,52.53,57,52.59,130,0
11142,35,Male,2,17,10.97,9,45.39,0,207.94,272,0
11143,67,Female,1,98,8.76,16,51.5,60,97.06,279,0
11144,62,Female,2,2,14.63,23,60.91,25,341.06,79,1
11145,35,Male,2,82,5.38,8,47.16,45,268.05,348,0
11146,43,Female,1,60,5.48,11,14.36,35,241.81,50,0
11147,46,Male,1,41,10.46,21,33.34,19,49.97,285,0
11148,58,Female,2,104,11.1,22,51.1,113,161.44,271,0
11149,54,Female,2,102,5.98,7,31.91,30,69.86,59,0
11150,63,Male,2,39,9.37,14,64.49,60,170.04,246,0
11151,37,Female,1,0,10.2,9,40.08,99,28.76,98,0
11152,44,Male,2,15,10.23,14,42.24,43,52.61,100,0
11153,40,Female,2,12,12.41,11,57.31,112,442.41,31,1
11154,66,Female,2,118,9.15,2,38.35,48,233.38,273,0
11155,34,Female,2,72,17.71,24,43.56,113,132.8,295,1
11156,49,Female,1,81,13.75,17,54.04,54,86.14,184,0
11157,24,Male,3,27,8.57,13,19.65,1,75.12,283,0
11158,63,Male,1,102,12.18,4,36.86,104,204.57,127,0
11159,38,Male,2,87,12.3,3,53.02,103,133.85,206,0
11160,36,Male,1,91,16.66,13,41.95,115,584.74,288,1
11161,48,Male,2,56,9.4,17,62.28,14,151.51,157,0
11162,44,Male,1,84,14.87,8,18.15,101,183.2,225,1
11163,62,Male,3,65,11.97,19,16.49,40,59.25,53,0
11164,46,Male,2,46,17.77,11,52.16,100,132.08,185,0
11165,45,Female,2,71,16.96,2,53.55,115,200.91,311,0
11166,23,Male,1,39,12.59,14,38.2,23,130.84,282,0
11167,19,Female,1,115,10.75,6,46.81,44,119.82,109,0
11168,39,Male,2,86,13.83,2,51.81,32,225.83,199,0
11169,70,Male,2,89,11.08,5,29.2,36,570.41,226,0
11170,66,Male,2,86,18.52,8,30.75,71,195.95,343,0
11171,51,Male,3,54,12.11,14,43.75,49,427.2,303,0
11172,51,Male,2,115,10.18,25,54.11,78,284.19,299,0
11173,38,Male,3,25,9.96,7,24.09,80,407.72,275,1
11174,27,Male,1,68,6.95,3,38.13,24,108.77,131,0
11175,18,Male,3,8,14.03,6,37.46,5,148.92,137,0
11176,35,Female,2,35,8.52,9,47.06,89,149.4,170,0
11177,34,Male,2,69,16.19,6,40.87,21,267.97,155,0
11178,28,Female,3,59,6.63,9,33.08,23,324.69,350,0
11179,31,Male,2,113,12.31,25,59.1,72,192.93,320,0
11180,19,Female,3,74,16.4,11,33.18,31,346.75,327,0
11181,50,Female,2,49,3.19,17,36.76,22,112.77,222,0
11182,67,Female,1,51,19.87,18,17.92,36,349.11,69,1
11183,54,Female,2,74,10.1,5,30.65,62,386.49,52,1
11184,41,Male,2,95,12.36,7,48.48,101,296.85,100,0
11185,40,Female,3,33,14.09,11,45.65,118,194.31,238,0
11186,34,Male,3,70,14.7,13,49.69,87,305.26,133,0
11187,25,Female,1,69,12.9,2,48.99,107,87.14,239,0
11188,49,Female,1,1,15.79,17,71.27,63,204.28,322,0
11189,48,Male,1,110,13.88,9,30.16,48,221.23,122,0
11190,18,Female,2,68,18.84,9,17.52,98,62.04,339,0
11191,40,Male,1,29,13.89,16,25.77,36,253.4,187,0
11192,32,Female,2,76,19.66,24,30.8,97,66.07,293,0
11193,27,Female,2,82,15.4,22,26.87,119,125.34,21,0
11194,55,Male,3,110,4.58,25,42.36,46,180.51,100,0
11195,45,Female,1,4,22.24,11,59.16,76,98.97,340,0
11196,51,Female,2,50,9.5,4,63.33,93,186.64,324,0
11197,55,Male,1,21,17.78,7,48.31,94,184.32,208,0
11198,70,Male,3,69,11.91,10,72.05,24,92.3,12,0
11199,60,Male,1,60,16.04,9,35.83,115,272.55,21,1
11200,50,Female,1,57,9.05,6,17.33,60,96.42,154,0
11201,64,Male,1,118,14.3,5,56.27,5,1042.53,328,0
11202,43,Female,3,64,10.79,6,14.34,14,160.68,138,0
11203,70,Female,1,49,18.12,17,30.05,87,70.19,323,0
11204,58,Male,2,8,13.55,13,48.54,51,81.21,195,0
11205,52,Male,3,35,15.54,2,39.52,12,428.33,49,0
11206,65,Female,3,108,3.14,15,38.23,62,127.19,205,0
11207,45,Female,1,54,11.46,22,23.88,71,60.4,133,1
11208,56,Male,1,110,13.44,12,40.84,9,340.59,82,0
11209,33,Male,2,64,12.69,9,55.55,42,126.55,247,0
11210,69,Male,1,66,15.64,8,41.29,55,291.33,74,0
11211,51,Female,2,52,10.34,11,28.96,93,363.05,331,0
11212,59,Male,2,67,12.0,8,22.91,78,216.78,294,0
11213,42,Female,2,8,16.52,24,29.26,10,1134.1,286,1
11214,63,Male,1,6,2.69,25,46.69,73,45.58,27,0
11215,21,Female,2,57,14.16,10,45.98,108,92.46,351,0
11216,24,Male,1,72,10.46,24,29.39,6,143.33,180,0
11217,44,Male,2,66,8.15,22,8.94,118,1020.96,268,1
11218,56,Female,1,51,13.15,3,47.09,11,711.4,70,1
11219,60,Female,3,35,16.71,13,27.98,74,478.17,281,1
11220,41,Male,2,85,15.96,17,50.99,42,94.2,116,0
11221,52,Male,1,73,11.26,12,30.04,87,103.16,258,0
11222,47,Male,1,5,15.3,12,26.68,101,91.7,101,0
11223,68,Male,2,54,15.27,13,43.22,102,94.98,341,0
11224,52,Male,1,86,11.45,18,75.19,104,560.65,259,0
11225,40,Female,1,94,9.03,9,51.86,97,144.7,165,0
11226,69,Male,3,34,9.26,16,42.98,37,160.42,166,0
11227,23,Female,2,111,15.15,7,46.2,55,320.16,0,0
11228,70,Male,1,78,11.63,23,15.61,86,47.81,109,0
11229,26,Male,2,52,7.62,4,24.73,20,182.34,288,0
11230,33,Female,1,75,5.06,3,4.59,69,74.38,304,0
11231,61,Male,3,105,15.13,2,66.08,63,139.09,365,0
11232,56,Female,1,27,9.61,10,63.15,118,110.76,31,1
11233,69,Male,2,18,13.12,16,46.7,5,106.4,91,0
11234,57,Female,3,53,16.76,25,42.96,11,208.67,280,0
11235,51,Female,1,10,6.56,12,18.5,3,207.96,132,0
11236,36,Female,1,101,11.62,6,37.82,65,147.43,90,0
11237,18,Male,2,117,11.12,10,66.99,66,233.67,102,0
11238,24,Male,3,73,13.32,5,42.91,71,88.88,335,0
11239,33,Male,2,118,16.76,13,32.81,29,297.8,313,1
11240,20,Female,2,8,6.48,19,15.51,36,149.0,2,0
11241,44,Male,3,76,14.08,2,61.01,50,120.0,307,0
11242,59,Male,3,53,15.93,20,39.98,5,94.15,203,0
11243,69,Male,2,33,11.05,7,15.53,90,144.97,309,0
11244,43,Male,2,37,11.25,18,27.6,6,752.86,227,0
11245,64,Male,2,65,13.47,21,22.48,80,166.57,251,1
11246,70,Male,1,77,13.18,20,39.09,54,71.68,211,0
11247,63,Male,3,19,14.13,18,44.01,119,358.33,268,1
11248,42,Female,1,74,14.05,18,33.7,83,121.11,298,0
11249,35,Male,1,112,7.87,6,52.27,57,218.35,186,0
11250,69,Male,3,1,15.76,5,42.14,84,109.11,41,0
11251,30,Female,2,106,16.47,11,56.4,14,475.23,34,0
11252,39,Female,1,73,12.54,16,35.82,21,110.39,152,0
11253,21,Male,1,41,5.82,16,85.16,59,520.67,173,0
11254,60,Female,2,88,11.34,20,32.81,102,77.2,316,0
11255,52,Female,3,74,12.58,9,27.9,98,139.26,12,0
11256,22,Female,1,93,7.22,22,26.12,45,521.54,325,0
11257,29,Female,1,9,10.36,12,37.94,34,199.53,20,0
11258,47,Female,2,7,6.16,7,16.07,115,1029.19,182,1
11259,46,Male,3,77,14.23,19,45.27,67,141.86,154,0
11260,60,Male,1,36,12.46,5,13.37,14,213.85,204,0
11261,32,Female,3,28,5.22,11,43.34,26,773.4,15,1
11262,67,Female,3,50,13.21,20,21.41,100,53.73,279,0
11263,41,Male,1,87,11.57,20,35.47,107,48.78,49,0
11264,61,Male,3,21,13.87,8,49.77,109,94.09,285,0
11265,30,Female,2,117,10.23,5,74.41,0,330.04,207,0
11266,19,Male,2,50,8.59,2,25.37,98,49.85,325,0
11267,20,Female,2,18,8.72,4,38.82,13,278.8,358,0
11268,37,Male,3,8,9.65,21,30.51,97,263.91,308,0
11269,68,Female,3,103,11.88,20,28.39,105,842.19,165,1
11270,20,Female,3,13,12.39,14,30.63,43,395.54,151,0
11271,37,Female,3,50,11.04,15,52.95,23,232.47,242,0
11272,23,Female,2,80,10.11,9,33.92,85,505.18,237,1
11273,67,Female,3,62,10.39,6,73.62,8,266.44,289,0
11274,53,Female,3,31,21.83,2,47.03,69,122.23,176,0
11275,58,Female,1,13,8.72,18,26.35,39,71.66,169,0
11276,55,Male,1,86,9.57,2,35.68,50,112.24,43,0
11277,52,Female,2,59,24.98,4,29.37,99,169.61,61,1
11278,59,Male,3,5,13.48,21,52.6,119,200.6,300,0
11279,18,Female,1,21,6.28,15,17.24,48,33.09,362,0
11280,63,Female,2,68,15.17,13,21.56,34,147.46,220,0
11281,57,Male,1,20,8.16,7,32.42,100,178.95,125,0
11282,57,Male,2,47,15.44,5,50.9,49,268.24,21,0
11283,38,Male,2,15,10.96,13,58.88,23,622.47,15,0
11284,60,Female,1,96,10.04,10,61.02,108,202.27,247,0
11285,38,Male,3,76,18.24,14,48.68,119,86.08,234,0
11286,20,Male,1,94,14.07,5,39.8,34,42.38,103,0
11287,66,Female,3,6,15.69,7,52.52,18,299.06,69,0
11288,30,Female,1,45,13.54,4,24.4,18,88.85,25,0
11289,23,Male,3,32,10.02,12,14.25,71,344.1,249,0
11290,50,Male,2,75,14.25,8,47.33,37,520.49,222,0
11291,30,Female,1,99,16.64,7,26.42,74,52.48,121,0
11292,63,Female,1,27,12.34,15,40.05,91,269.57,267,0
11293,41,Female,1,93,19.01,13,42.73,0,479.64,309,0
11294,18,Male,2,70,15.2,7,44.6,103,387.47,189,1
11295,68,Male,3,99,12.65,18,54.6,3,34.11,96,0
11296,45,Male,2,9,12.81,10,53.07,13,89.92,2,0
11297,31,Female,2,119,12.35,10,43.83,86,64.47,291,0
11298,53,Male,2,52,6.8,13,34.59,74,263.25,211,0
11299,46,Male,2,33,11.44,5,42.56,117,241.58,127,0
