CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory,is_age_valid,is_income_valid,is_loan_amount_valid,is_credit_score_valid,is_valid
538,Customer_538,63.0,2184.0,38464,26,665,0,"[{""amount"": 933, ""date"": ""2023-12-17""}, {""amount"": 642, ""date"": ""2023-08-29""}, {""amount"": 805, ""date"": ""2023-01-11""}, {""amount"": 221, ""date"": ""2023-04-01""}, {""amount"": 972, ""date"": ""2023-05-22""}, {""amount"": 238, ""date"": ""2023-07-08""}, {""amount"": 505, ""date"": ""2023-12-10""}, {""amount"": 176, ""date"": ""2023-10-19""}, {""amount"": 465, ""date"": ""2023-01-17""}, {""amount"": 345, ""date"": ""2023-04-18""}, {""amount"": 877, ""date"": ""2023-05-21""}, {""amount"": 227, ""date"": ""2023-09-28""}, {""amount"": 656, ""date"": ""2023-12-15""}, {""amount"": 510, ""date"": ""2023-11-15""}, {""amount"": 356, ""date"": ""2023-04-25""}, {""amount"": 319, ""date"": ""2023-07-19""}, {""amount"": 273, ""date"": ""2023-11-04""}]",True,True,False,True,False
539,Customer_539,69.0,9278.0,12295,47,427,0,"[{""amount"": 347, ""date"": ""2023-07-17""}, {""amount"": 495, ""date"": ""2023-11-18""}, {""amount"": 406, ""date"": ""2023-12-07""}, {""amount"": 323, ""date"": ""2023-10-13""}, {""amount"": 545, ""date"": ""2023-05-17""}, {""amount"": 708, ""date"": ""2023-10-11""}, {""amount"": 225, ""date"": ""2023-09-07""}, {""amount"": 132, ""date"": ""2023-02-15""}, {""amount"": 274, ""date"": ""2023-08-11""}]",True,True,True,True,True
540,Customer_540,27.0,13974.0,34626,25,390,0,"[{""amount"": 814, ""date"": ""2023-12-14""}, {""amount"": 147, ""date"": ""2023-03-10""}, {""amount"": 494, ""date"": ""2023-08-29""}, {""amount"": 828, ""date"": ""2023-02-13""}, {""amount"": 712, ""date"": ""2023-07-01""}, {""amount"": 637, ""date"": ""2023-05-13""}, {""amount"": 490, ""date"": ""2023-01-27""}, {""amount"": 617, ""date"": ""2023-06-30""}, {""amount"": 654, ""date"": ""2023-07-11""}, {""amount"": 930, ""date"": ""2023-09-23""}]",True,True,True,True,True
541,Customer_541,23.0,7074.0,6311,10,553,1,"[{""amount"": 909, ""date"": ""2023-04-03""}, {""amount"": 102, ""date"": ""2023-04-05""}, {""amount"": 190, ""date"": ""2023-05-30""}, {""amount"": 958, ""date"": ""2023-10-11""}, {""amount"": 779, ""date"": ""2023-09-13""}, {""amount"": 491, ""date"": ""2023-12-28""}, {""amount"": 337, ""date"": ""2023-08-17""}, {""amount"": 135, ""date"": ""2023-01-25""}, {""amount"": 525, ""date"": ""2023-01-26""}, {""amount"": 861, ""date"": ""2023-09-30""}, {""amount"": 879, ""date"": ""2023-08-04""}, {""amount"": 280, ""date"": ""2023-01-01""}, {""amount"": 790, ""date"": ""2023-03-28""}]",True,True,True,True,True
542,Customer_542,51.0,12430.0,7864,52,564,0,"[{""amount"": 916, ""date"": ""2023-09-16""}, {""amount"": 519, ""date"": ""2023-11-18""}, {""amount"": 228, ""date"": ""2023-01-22""}, {""amount"": 110, ""date"": ""2023-03-12""}, {""amount"": 578, ""date"": ""2023-06-30""}, {""amount"": 328, ""date"": ""2023-04-30""}, {""amount"": 965, ""date"": ""2023-10-27""}, {""amount"": 169, ""date"": ""2023-12-02""}, {""amount"": 262, ""date"": ""2023-08-25""}, {""amount"": 974, ""date"": ""2023-06-06""}, {""amount"": 847, ""date"": ""2023-04-12""}, {""amount"": 954, ""date"": ""2023-09-17""}, {""amount"": 230, ""date"": ""2023-12-11""}, {""amount"": 170, ""date"": ""2023-09-19""}, {""amount"": 411, ""date"": ""2023-06-23""}, {""amount"": 223, ""date"": ""2023-03-08""}, {""amount"": 562, ""date"": ""2023-05-15""}, {""amount"": 168, ""date"": ""2023-05-22""}]",True,True,True,True,True
543,Customer_543,25.0,9726.0,12147,21,593,0,"[{""amount"": 774, ""date"": ""2023-08-29""}, {""amount"": 280, ""date"": ""2023-06-21""}, {""amount"": 271, ""date"": ""2023-12-09""}, {""amount"": 717, ""date"": ""2023-08-12""}, {""amount"": 129, ""date"": ""2023-07-08""}, {""amount"": 873, ""date"": ""2023-01-28""}, {""amount"": 650, ""date"": ""2023-02-08""}]",True,True,True,True,True
544,Customer_544,48.0,15051.0,42251,39,526,0,"[{""amount"": 673, ""date"": ""2023-01-27""}, {""amount"": 896, ""date"": ""2023-04-28""}, {""amount"": 890, ""date"": ""2023-04-19""}, {""amount"": 991, ""date"": ""2023-12-01""}, {""amount"": 470, ""date"": ""2023-01-09""}, {""amount"": 651, ""date"": ""2023-07-02""}, {""amount"": 409, ""date"": ""2023-04-30""}, {""amount"": 622, ""date"": ""2023-05-24""}, {""amount"": 820, ""date"": ""2023-02-23""}, {""amount"": 205, ""date"": ""2023-11-23""}]",True,True,True,True,True
545,Customer_545,26.0,7209.0,37293,6,402,0,"[{""amount"": 372, ""date"": ""2023-05-26""}, {""amount"": 976, ""date"": ""2023-04-04""}, {""amount"": 508, ""date"": ""2023-06-09""}, {""amount"": 327, ""date"": ""2023-08-29""}, {""amount"": 114, ""date"": ""2023-11-27""}, {""amount"": 512, ""date"": ""2023-09-21""}, {""amount"": 446, ""date"": ""2023-11-15""}, {""amount"": 641, ""date"": ""2023-12-23""}, {""amount"": 304, ""date"": ""2023-12-23""}, {""amount"": 845, ""date"": ""2023-07-13""}, {""amount"": 629, ""date"": ""2023-10-17""}, {""amount"": 960, ""date"": ""2023-01-30""}, {""amount"": 669, ""date"": ""2023-08-05""}, {""amount"": 353, ""date"": ""2023-08-30""}, {""amount"": 556, ""date"": ""2023-11-09""}, {""amount"": 697, ""date"": ""2023-05-27""}, {""amount"": 155, ""date"": ""2023-11-25""}]",True,True,False,True,False
546,Customer_546,38.0,8462.0,23087,53,742,0,"[{""amount"": 631, ""date"": ""2023-07-14""}, {""amount"": 651, ""date"": ""2023-03-01""}, {""amount"": 119, ""date"": ""2023-06-30""}, {""amount"": 753, ""date"": ""2023-01-28""}, {""amount"": 733, ""date"": ""2023-09-12""}, {""amount"": 948, ""date"": ""2023-10-01""}, {""amount"": 178, ""date"": ""2023-06-01""}, {""amount"": 507, ""date"": ""2023-12-23""}]",True,True,True,True,True
547,Customer_547,25.0,18677.0,26516,21,545,0,"[{""amount"": 571, ""date"": ""2023-11-30""}, {""amount"": 203, ""date"": ""2023-01-15""}, {""amount"": 613, ""date"": ""2023-06-27""}, {""amount"": 117, ""date"": ""2023-10-26""}, {""amount"": 237, ""date"": ""2023-09-30""}, {""amount"": 431, ""date"": ""2023-06-16""}]",True,True,True,True,True
548,Customer_548,21.0,16495.0,16092,19,575,0,"[{""amount"": 553, ""date"": ""2023-11-09""}, {""amount"": 896, ""date"": ""2023-10-30""}, {""amount"": 413, ""date"": ""2023-05-02""}, {""amount"": 267, ""date"": ""2023-04-21""}, {""amount"": 719, ""date"": ""2023-01-05""}, {""amount"": 971, ""date"": ""2023-08-13""}, {""amount"": 345, ""date"": ""2023-08-28""}, {""amount"": 388, ""date"": ""2023-03-09""}, {""amount"": 597, ""date"": ""2023-06-25""}, {""amount"": 961, ""date"": ""2023-03-14""}, {""amount"": 744, ""date"": ""2023-09-21""}]",True,True,True,True,True
549,Customer_549,39.0,6983.0,41299,15,720,0,"[{""amount"": 119, ""date"": ""2023-09-18""}, {""amount"": 807, ""date"": ""2023-04-16""}, {""amount"": 806, ""date"": ""2023-01-10""}, {""amount"": 821, ""date"": ""2023-06-06""}, {""amount"": 836, ""date"": ""2023-04-05""}, {""amount"": 647, ""date"": ""2023-10-04""}, {""amount"": 609, ""date"": ""2023-06-25""}, {""amount"": 962, ""date"": ""2023-08-23""}, {""amount"": 648, ""date"": ""2023-07-07""}, {""amount"": 188, ""date"": ""2023-07-26""}, {""amount"": 151, ""date"": ""2023-09-06""}, {""amount"": 237, ""date"": ""2023-07-01""}, {""amount"": 851, ""date"": ""2023-12-14""}, {""amount"": 887, ""date"": ""2023-10-21""}, {""amount"": 975, ""date"": ""2023-01-18""}, {""amount"": 238, ""date"": ""2023-08-22""}, {""amount"": 415, ""date"": ""2023-03-02""}, {""amount"": 916, ""date"": ""2023-09-13""}, {""amount"": 127, ""date"": ""2023-09-19""}]",True,True,False,True,False
550,Customer_550,45.0,10092.0,19668,55,630,0,"[{""amount"": 232, ""date"": ""2023-02-03""}, {""amount"": 184, ""date"": ""2023-10-24""}, {""amount"": 443, ""date"": ""2023-07-27""}, {""amount"": 619, ""date"": ""2023-06-23""}, {""amount"": 266, ""date"": ""2023-11-01""}, {""amount"": 315, ""date"": ""2023-03-18""}, {""amount"": 312, ""date"": ""2023-09-12""}, {""amount"": 880, ""date"": ""2023-12-15""}, {""amount"": 647, ""date"": ""2023-10-22""}, {""amount"": 181, ""date"": ""2023-07-03""}, {""amount"": 352, ""date"": ""2023-11-18""}, {""amount"": 279, ""date"": ""2023-09-26""}, {""amount"": 108, ""date"": ""2023-07-15""}, {""amount"": 673, ""date"": ""2023-06-14""}, {""amount"": 241, ""date"": ""2023-08-04""}, {""amount"": 427, ""date"": ""2023-02-23""}, {""amount"": 706, ""date"": ""2023-10-20""}, {""amount"": 942, ""date"": ""2023-01-06""}]",True,True,True,True,True
551,Customer_551,62.0,11576.0,43520,48,605,1,"[{""amount"": 742, ""date"": ""2023-10-03""}, {""amount"": 669, ""date"": ""2023-01-04""}, {""amount"": 606, ""date"": ""2023-03-30""}, {""amount"": 430, ""date"": ""2023-12-09""}, {""amount"": 613, ""date"": ""2023-10-12""}, {""amount"": 479, ""date"": ""2023-06-07""}, {""amount"": 965, ""date"": ""2023-01-23""}, {""amount"": 236, ""date"": ""2023-04-23""}, {""amount"": 781, ""date"": ""2023-07-31""}, {""amount"": 122, ""date"": ""2023-08-22""}, {""amount"": 940, ""date"": ""2023-06-27""}, {""amount"": 683, ""date"": ""2023-03-06""}]",True,True,True,True,True
552,Customer_552,21.0,14271.0,9466,16,560,1,"[{""amount"": 297, ""date"": ""2023-08-30""}, {""amount"": 363, ""date"": ""2023-03-02""}, {""amount"": 799, ""date"": ""2023-10-22""}, {""amount"": 460, ""date"": ""2023-05-14""}, {""amount"": 903, ""date"": ""2023-08-05""}, {""amount"": 218, ""date"": ""2023-01-11""}, {""amount"": 928, ""date"": ""2023-04-18""}, {""amount"": 301, ""date"": ""2023-07-06""}, {""amount"": 889, ""date"": ""2023-09-30""}, {""amount"": 145, ""date"": ""2023-04-26""}, {""amount"": 308, ""date"": ""2023-12-29""}, {""amount"": 537, ""date"": ""2023-06-19""}, {""amount"": 893, ""date"": ""2023-09-02""}, {""amount"": 518, ""date"": ""2023-03-09""}, {""amount"": 351, ""date"": ""2023-05-31""}, {""amount"": 193, ""date"": ""2023-06-30""}, {""amount"": 508, ""date"": ""2023-10-17""}]",True,True,True,True,True
553,Customer_553,56.0,5869.0,37731,55,772,0,"[{""amount"": 444, ""date"": ""2023-10-22""}, {""amount"": 175, ""date"": ""2023-07-10""}, {""amount"": 718, ""date"": ""2023-08-05""}, {""amount"": 853, ""date"": ""2023-01-08""}, {""amount"": 200, ""date"": ""2023-05-20""}, {""amount"": 228, ""date"": ""2023-01-06""}, {""amount"": 109, ""date"": ""2023-03-11""}, {""amount"": 782, ""date"": ""2023-09-28""}]",True,True,False,True,False
554,Customer_554,38.0,5796.0,26423,45,569,1,"[{""amount"": 394, ""date"": ""2023-10-17""}, {""amount"": 135, ""date"": ""2023-05-17""}, {""amount"": 579, ""date"": ""2023-01-03""}, {""amount"": 136, ""date"": ""2023-01-21""}, {""amount"": 209, ""date"": ""2023-06-08""}, {""amount"": 429, ""date"": ""2023-06-11""}, {""amount"": 971, ""date"": ""2023-03-24""}, {""amount"": 840, ""date"": ""2023-06-28""}, {""amount"": 391, ""date"": ""2023-07-10""}, {""amount"": 845, ""date"": ""2023-07-22""}, {""amount"": 687, ""date"": ""2023-03-11""}]",True,True,True,True,True
555,Customer_555,25.0,7393.0,42177,40,735,0,"[{""amount"": 860, ""date"": ""2023-08-09""}, {""amount"": 456, ""date"": ""2023-12-25""}, {""amount"": 538, ""date"": ""2023-06-13""}, {""amount"": 440, ""date"": ""2023-12-21""}, {""amount"": 944, ""date"": ""2023-07-09""}, {""amount"": 353, ""date"": ""2023-06-16""}, {""amount"": 736, ""date"": ""2023-03-13""}, {""amount"": 595, ""date"": ""2023-09-25""}, {""amount"": 313, ""date"": ""2023-03-27""}, {""amount"": 818, ""date"": ""2023-05-20""}, {""amount"": 357, ""date"": ""2023-05-21""}, {""amount"": 654, ""date"": ""2023-10-07""}, {""amount"": 297, ""date"": ""2023-02-07""}, {""amount"": 240, ""date"": ""2023-02-21""}, {""amount"": 438, ""date"": ""2023-01-25""}]",True,True,False,True,False
556,Customer_556,37.0,13943.0,38292,45,700,0,"[{""amount"": 628, ""date"": ""2023-01-16""}, {""amount"": 754, ""date"": ""2023-12-24""}, {""amount"": 264, ""date"": ""2023-12-10""}, {""amount"": 775, ""date"": ""2023-05-29""}, {""amount"": 410, ""date"": ""2023-04-17""}, {""amount"": 355, ""date"": ""2023-09-05""}, {""amount"": 299, ""date"": ""2023-07-09""}, {""amount"": 216, ""date"": ""2023-09-24""}, {""amount"": 705, ""date"": ""2023-06-05""}]",True,True,True,True,True
557,Customer_557,49.0,3506.0,27951,54,739,0,"[{""amount"": 711, ""date"": ""2023-02-02""}, {""amount"": 235, ""date"": ""2023-05-02""}, {""amount"": 274, ""date"": ""2023-02-24""}, {""amount"": 506, ""date"": ""2023-08-21""}, {""amount"": 888, ""date"": ""2023-03-10""}, {""amount"": 866, ""date"": ""2023-12-23""}, {""amount"": 260, ""date"": ""2023-03-06""}, {""amount"": 951, ""date"": ""2023-05-25""}, {""amount"": 399, ""date"": ""2023-11-20""}]",True,True,False,True,False
558,Customer_558,18.0,17920.0,13095,50,404,0,"[{""amount"": 597, ""date"": ""2023-07-27""}, {""amount"": 821, ""date"": ""2023-11-29""}, {""amount"": 646, ""date"": ""2023-10-27""}, {""amount"": 412, ""date"": ""2023-11-17""}, {""amount"": 788, ""date"": ""2023-04-10""}]",True,True,True,True,True
559,Customer_559,23.0,16550.0,14839,50,361,0,"[{""amount"": 606, ""date"": ""2023-09-05""}, {""amount"": 892, ""date"": ""2023-03-26""}, {""amount"": 528, ""date"": ""2023-03-29""}, {""amount"": 659, ""date"": ""2023-09-19""}, {""amount"": 344, ""date"": ""2023-11-06""}]",True,True,True,True,True
560,Customer_560,45.0,9213.0,10789,48,654,0,"[{""amount"": 212, ""date"": ""2023-06-30""}, {""amount"": 840, ""date"": ""2023-12-14""}, {""amount"": 943, ""date"": ""2023-03-18""}, {""amount"": 979, ""date"": ""2023-05-02""}, {""amount"": 802, ""date"": ""2023-06-24""}, {""amount"": 881, ""date"": ""2023-01-27""}, {""amount"": 399, ""date"": ""2023-06-19""}]",True,True,True,True,True
561,Customer_561,61.0,3146.0,44351,7,573,0,"[{""amount"": 138, ""date"": ""2023-01-19""}, {""amount"": 269, ""date"": ""2023-06-05""}, {""amount"": 489, ""date"": ""2023-11-13""}, {""amount"": 110, ""date"": ""2023-08-12""}, {""amount"": 382, ""date"": ""2023-05-30""}, {""amount"": 251, ""date"": ""2023-03-27""}, {""amount"": 563, ""date"": ""2023-02-18""}, {""amount"": 229, ""date"": ""2023-11-08""}, {""amount"": 442, ""date"": ""2023-07-09""}, {""amount"": 786, ""date"": ""2023-03-15""}, {""amount"": 812, ""date"": ""2023-01-13""}, {""amount"": 703, ""date"": ""2023-09-17""}, {""amount"": 177, ""date"": ""2023-07-01""}, {""amount"": 522, ""date"": ""2023-08-17""}, {""amount"": 670, ""date"": ""2023-06-30""}, {""amount"": 839, ""date"": ""2023-03-07""}, {""amount"": 207, ""date"": ""2023-12-03""}]",True,True,False,True,False
562,Customer_562,48.0,4737.0,40265,14,836,0,"[{""amount"": 113, ""date"": ""2023-01-09""}, {""amount"": 470, ""date"": ""2023-11-22""}, {""amount"": 332, ""date"": ""2023-02-24""}, {""amount"": 567, ""date"": ""2023-08-28""}, {""amount"": 991, ""date"": ""2023-06-28""}, {""amount"": 835, ""date"": ""2023-10-22""}, {""amount"": 950, ""date"": ""2023-12-30""}, {""amount"": 754, ""date"": ""2023-06-09""}, {""amount"": 858, ""date"": ""2023-06-10""}, {""amount"": 131, ""date"": ""2023-03-23""}, {""amount"": 932, ""date"": ""2023-05-29""}, {""amount"": 366, ""date"": ""2023-12-05""}, {""amount"": 323, ""date"": ""2023-04-27""}, {""amount"": 641, ""date"": ""2023-08-13""}, {""amount"": 242, ""date"": ""2023-06-10""}]",True,True,False,True,False
563,Customer_563,27.0,17708.0,47277,6,521,0,"[{""amount"": 341, ""date"": ""2023-07-26""}, {""amount"": 344, ""date"": ""2023-06-29""}, {""amount"": 157, ""date"": ""2023-04-22""}, {""amount"": 500, ""date"": ""2023-09-03""}, {""amount"": 462, ""date"": ""2023-09-25""}, {""amount"": 137, ""date"": ""2023-06-12""}, {""amount"": 645, ""date"": ""2023-10-06""}, {""amount"": 202, ""date"": ""2023-01-17""}, {""amount"": 729, ""date"": ""2023-10-20""}, {""amount"": 804, ""date"": ""2023-03-19""}, {""amount"": 957, ""date"": ""2023-09-12""}, {""amount"": 690, ""date"": ""2023-10-16""}, {""amount"": 637, ""date"": ""2023-09-02""}, {""amount"": 235, ""date"": ""2023-03-05""}, {""amount"": 560, ""date"": ""2023-05-25""}, {""amount"": 396, ""date"": ""2023-01-06""}, {""amount"": 727, ""date"": ""2023-06-19""}]",True,True,True,True,True
564,Customer_564,37.0,19729.0,19848,17,503,0,"[{""amount"": 569, ""date"": ""2023-10-10""}, {""amount"": 429, ""date"": ""2023-09-11""}, {""amount"": 794, ""date"": ""2023-11-25""}, {""amount"": 937, ""date"": ""2023-08-09""}, {""amount"": 630, ""date"": ""2023-06-06""}, {""amount"": 392, ""date"": ""2023-02-13""}, {""amount"": 702, ""date"": ""2023-01-05""}, {""amount"": 457, ""date"": ""2023-11-21""}, {""amount"": 811, ""date"": ""2023-11-09""}, {""amount"": 806, ""date"": ""2023-04-16""}, {""amount"": 331, ""date"": ""2023-04-04""}, {""amount"": 798, ""date"": ""2023-05-17""}, {""amount"": 893, ""date"": ""2023-05-25""}, {""amount"": 883, ""date"": ""2023-10-26""}, {""amount"": 743, ""date"": ""2023-01-21""}, {""amount"": 386, ""date"": ""2023-12-13""}, {""amount"": 718, ""date"": ""2023-06-29""}, {""amount"": 502, ""date"": ""2023-07-19""}]",True,True,True,True,True
565,Customer_565,25.0,3365.0,13983,32,346,0,"[{""amount"": 203, ""date"": ""2023-09-02""}, {""amount"": 951, ""date"": ""2023-01-31""}, {""amount"": 471, ""date"": ""2023-03-07""}, {""amount"": 966, ""date"": ""2023-07-17""}, {""amount"": 296, ""date"": ""2023-10-18""}, {""amount"": 154, ""date"": ""2023-04-01""}, {""amount"": 589, ""date"": ""2023-01-24""}, {""amount"": 971, ""date"": ""2023-10-14""}, {""amount"": 850, ""date"": ""2023-06-02""}, {""amount"": 389, ""date"": ""2023-08-22""}, {""amount"": 256, ""date"": ""2023-09-22""}, {""amount"": 983, ""date"": ""2023-07-07""}, {""amount"": 452, ""date"": ""2023-12-12""}, {""amount"": 748, ""date"": ""2023-01-10""}, {""amount"": 638, ""date"": ""2023-07-18""}, {""amount"": 720, ""date"": ""2023-09-01""}, {""amount"": 218, ""date"": ""2023-03-29""}]",True,True,True,True,True
566,Customer_566,39.0,15856.0,10005,36,468,0,"[{""amount"": 256, ""date"": ""2023-11-21""}, {""amount"": 963, ""date"": ""2023-08-02""}, {""amount"": 177, ""date"": ""2023-06-02""}, {""amount"": 160, ""date"": ""2023-04-07""}, {""amount"": 296, ""date"": ""2023-04-11""}, {""amount"": 153, ""date"": ""2023-09-07""}, {""amount"": 857, ""date"": ""2023-11-19""}, {""amount"": 596, ""date"": ""2023-03-27""}, {""amount"": 809, ""date"": ""2023-01-27""}, {""amount"": 834, ""date"": ""2023-09-25""}, {""amount"": 829, ""date"": ""2023-06-16""}, {""amount"": 537, ""date"": ""2023-12-29""}, {""amount"": 734, ""date"": ""2023-03-15""}, {""amount"": 380, ""date"": ""2023-12-12""}, {""amount"": 922, ""date"": ""2023-07-15""}]",True,True,True,True,True
567,Customer_567,55.0,18371.0,37904,49,467,0,"[{""amount"": 794, ""date"": ""2023-12-13""}, {""amount"": 891, ""date"": ""2023-04-06""}, {""amount"": 175, ""date"": ""2023-08-26""}, {""amount"": 582, ""date"": ""2023-08-16""}, {""amount"": 685, ""date"": ""2023-11-10""}, {""amount"": 305, ""date"": ""2023-02-11""}, {""amount"": 591, ""date"": ""2023-05-23""}, {""amount"": 235, ""date"": ""2023-06-13""}, {""amount"": 154, ""date"": ""2023-10-29""}, {""amount"": 166, ""date"": ""2023-11-09""}, {""amount"": 374, ""date"": ""2023-08-22""}, {""amount"": 324, ""date"": ""2023-07-23""}, {""amount"": 260, ""date"": ""2023-03-03""}, {""amount"": 408, ""date"": ""2023-09-20""}]",True,True,True,True,True
568,Customer_568,46.0,4170.0,19804,48,811,0,"[{""amount"": 589, ""date"": ""2023-05-18""}, {""amount"": 586, ""date"": ""2023-06-22""}, {""amount"": 623, ""date"": ""2023-08-02""}, {""amount"": 695, ""date"": ""2023-01-27""}, {""amount"": 464, ""date"": ""2023-08-30""}, {""amount"": 972, ""date"": ""2023-11-16""}, {""amount"": 907, ""date"": ""2023-03-04""}]",True,True,True,True,True
569,Customer_569,26.0,7222.0,19389,25,663,0,"[{""amount"": 610, ""date"": ""2023-02-27""}, {""amount"": 105, ""date"": ""2023-04-01""}, {""amount"": 893, ""date"": ""2023-06-10""}, {""amount"": 848, ""date"": ""2023-07-29""}, {""amount"": 360, ""date"": ""2023-03-11""}]",True,True,True,True,True
570,Customer_570,61.0,18473.0,7258,27,582,0,"[{""amount"": 117, ""date"": ""2023-02-20""}, {""amount"": 867, ""date"": ""2023-09-26""}, {""amount"": 112, ""date"": ""2023-05-10""}, {""amount"": 918, ""date"": ""2023-08-18""}, {""amount"": 412, ""date"": ""2023-08-04""}, {""amount"": 874, ""date"": ""2023-09-24""}, {""amount"": 301, ""date"": ""2023-08-02""}, {""amount"": 860, ""date"": ""2023-12-14""}, {""amount"": 667, ""date"": ""2023-12-03""}]",True,True,True,True,True
571,Customer_571,64.0,5185.0,49813,53,622,0,"[{""amount"": 447, ""date"": ""2023-02-14""}, {""amount"": 686, ""date"": ""2023-01-30""}, {""amount"": 841, ""date"": ""2023-01-28""}, {""amount"": 384, ""date"": ""2023-12-07""}, {""amount"": 708, ""date"": ""2023-04-28""}, {""amount"": 816, ""date"": ""2023-05-03""}, {""amount"": 661, ""date"": ""2023-03-09""}, {""amount"": 531, ""date"": ""2023-11-28""}, {""amount"": 378, ""date"": ""2023-11-26""}, {""amount"": 411, ""date"": ""2023-01-18""}, {""amount"": 762, ""date"": ""2023-07-18""}]",True,True,False,True,False
572,Customer_572,18.0,10347.0,19728,7,352,0,"[{""amount"": 631, ""date"": ""2023-04-01""}, {""amount"": 443, ""date"": ""2023-12-30""}, {""amount"": 927, ""date"": ""2023-12-07""}, {""amount"": 793, ""date"": ""2023-06-22""}, {""amount"": 322, ""date"": ""2023-06-21""}, {""amount"": 965, ""date"": ""2023-01-01""}, {""amount"": 819, ""date"": ""2023-12-29""}, {""amount"": 323, ""date"": ""2023-12-15""}, {""amount"": 491, ""date"": ""2023-08-10""}, {""amount"": 881, ""date"": ""2023-12-13""}, {""amount"": 842, ""date"": ""2023-03-10""}, {""amount"": 721, ""date"": ""2023-08-16""}]",True,True,True,True,True
573,Customer_573,58.0,3537.0,49422,24,747,0,"[{""amount"": 621, ""date"": ""2023-11-23""}, {""amount"": 777, ""date"": ""2023-02-05""}, {""amount"": 882, ""date"": ""2023-05-27""}, {""amount"": 920, ""date"": ""2023-07-17""}, {""amount"": 951, ""date"": ""2023-06-22""}, {""amount"": 689, ""date"": ""2023-11-15""}]",True,True,False,True,False
574,Customer_574,69.0,4313.0,29987,34,672,0,"[{""amount"": 341, ""date"": ""2023-07-01""}, {""amount"": 511, ""date"": ""2023-10-08""}, {""amount"": 773, ""date"": ""2023-05-13""}, {""amount"": 349, ""date"": ""2023-10-28""}, {""amount"": 176, ""date"": ""2023-10-11""}, {""amount"": 433, ""date"": ""2023-03-20""}, {""amount"": 165, ""date"": ""2023-01-24""}, {""amount"": 362, ""date"": ""2023-08-17""}, {""amount"": 798, ""date"": ""2023-07-15""}]",True,True,False,True,False
575,Customer_575,56.0,14403.0,16429,17,843,0,"[{""amount"": 407, ""date"": ""2023-05-12""}, {""amount"": 928, ""date"": ""2023-12-25""}, {""amount"": 848, ""date"": ""2023-11-21""}, {""amount"": 927, ""date"": ""2023-10-14""}, {""amount"": 878, ""date"": ""2023-11-23""}, {""amount"": 586, ""date"": ""2023-06-09""}, {""amount"": 275, ""date"": ""2023-05-01""}, {""amount"": 836, ""date"": ""2023-03-05""}]",True,True,True,True,True
576,Customer_576,43.0,3873.0,38187,55,396,0,"[{""amount"": 537, ""date"": ""2023-01-26""}, {""amount"": 958, ""date"": ""2023-09-04""}, {""amount"": 937, ""date"": ""2023-01-04""}, {""amount"": 183, ""date"": ""2023-08-17""}, {""amount"": 101, ""date"": ""2023-05-14""}, {""amount"": 143, ""date"": ""2023-04-18""}, {""amount"": 883, ""date"": ""2023-05-21""}, {""amount"": 411, ""date"": ""2023-09-09""}, {""amount"": 733, ""date"": ""2023-05-17""}, {""amount"": 586, ""date"": ""2023-07-01""}, {""amount"": 707, ""date"": ""2023-06-19""}, {""amount"": 732, ""date"": ""2023-01-08""}, {""amount"": 148, ""date"": ""2023-12-26""}]",True,True,False,True,False
577,Customer_577,28.0,14683.0,37296,58,496,0,"[{""amount"": 364, ""date"": ""2023-06-23""}, {""amount"": 953, ""date"": ""2023-01-07""}, {""amount"": 607, ""date"": ""2023-07-21""}, {""amount"": 261, ""date"": ""2023-05-21""}, {""amount"": 599, ""date"": ""2023-08-28""}, {""amount"": 598, ""date"": ""2023-09-16""}, {""amount"": 575, ""date"": ""2023-10-11""}, {""amount"": 475, ""date"": ""2023-04-11""}, {""amount"": 988, ""date"": ""2023-09-29""}, {""amount"": 141, ""date"": ""2023-10-22""}, {""amount"": 396, ""date"": ""2023-05-30""}, {""amount"": 342, ""date"": ""2023-08-30""}, {""amount"": 579, ""date"": ""2023-05-17""}, {""amount"": 784, ""date"": ""2023-07-20""}, {""amount"": 934, ""date"": ""2023-05-25""}, {""amount"": 268, ""date"": ""2023-01-19""}, {""amount"": 729, ""date"": ""2023-04-26""}, {""amount"": 637, ""date"": ""2023-03-10""}]",True,True,True,True,True
578,Customer_578,69.0,4295.0,44262,45,455,0,"[{""amount"": 997, ""date"": ""2023-05-14""}, {""amount"": 934, ""date"": ""2023-09-16""}, {""amount"": 144, ""date"": ""2023-02-09""}, {""amount"": 149, ""date"": ""2023-12-03""}, {""amount"": 117, ""date"": ""2023-12-07""}, {""amount"": 306, ""date"": ""2023-12-07""}, {""amount"": 389, ""date"": ""2023-05-17""}, {""amount"": 341, ""date"": ""2023-08-05""}, {""amount"": 253, ""date"": ""2023-04-10""}]",True,True,False,True,False
579,Customer_579,52.0,7955.0,5972,15,452,0,"[{""amount"": 351, ""date"": ""2023-05-14""}, {""amount"": 784, ""date"": ""2023-07-04""}, {""amount"": 517, ""date"": ""2023-12-17""}, {""amount"": 262, ""date"": ""2023-01-30""}, {""amount"": 994, ""date"": ""2023-09-26""}, {""amount"": 398, ""date"": ""2023-03-13""}, {""amount"": 599, ""date"": ""2023-11-21""}]",True,True,True,True,True
