Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
78292,0,0.051866,74,0,0.260854,,5,0,0,0,0.0
78293,1,0.513285,53,1,0.189847,8975.137783479406,7,1,0,0,1.0
78294,0,0.38527,77,0,0.500001,1963.8713070867086,4,0,1,1,0.0
78295,0,0.37296,52,0,0.224793,,4,1,2,0,0.0
78296,0,0.246145,60,1,1.145069,1846.4281556672688,5,0,0,0,
78297,0,0.443354,29,0,0.830581,12135.599418760936,11,0,0,0,0.0
78298,0,0.081781,63,0,0.403711,5698.401284647237,10,0,0,0,1.0
78299,0,0.161952,43,0,0.376644,4619.064402439747,11,0,2,0,2.0
78300,0,0.60712,63,1,0.804834,4025.008589861575,9,0,1,0,0.0
78301,0,0.191768,69,1,0.336898,5934.143996903045,8,0,0,0,2.0
78302,0,0.448775,56,0,0.296503,2514.0289444892887,9,1,0,0,0.0
78303,0,0.036649,58,0,1.219127,,8,0,1,0,0.0
78304,0,0.465905,53,2,0.5814,3554.5687906163666,11,0,0,0,0.0
78305,0,0.05461,60,1,0.047456,3392.271331528713,9,0,1,0,0.0
78306,0,0.224645,78,1,0.018682,7391.360741373925,14,0,4,0,0.0
78307,0,0.104821,52,1,0.031576,7921.211422461766,8,1,1,0,0.0
78308,0,0.175618,54,0,0.323544,13688.337929016361,9,0,2,2,2.0
78309,1,0.815273,27,1,1.818537,13541.07571240847,5,0,1,0,0.0
78310,0,0.044424,57,1,0.425698,8866.842263598533,10,0,1,0,0.0
78311,0,0.076719,41,0,0.492472,,10,0,2,1,0.0
78312,0,0.164332,49,0,0.005061,9865.370121132695,10,0,0,0,2.0
78313,0,0.815422,58,0,0.364459,5338.523440432098,7,0,1,2,1.0
78314,0,0.32125,29,1,0.173379,,8,0,1,0,1.0
78315,0,0.328608,58,0,0.708156,,7,0,1,0,1.0
78316,0,0.16809,55,0,0.017781,,7,1,1,0,1.0
78317,0,0.353397,61,0,0.241496,3228.6835530852786,9,0,2,1,0.0
78318,0,0.469591,43,0,0.45122,7863.867620124525,7,0,0,0,0.0
78319,0,0.105777,67,0,0.99077,3086.629665473469,10,1,0,0,1.0
78320,0,0.193177,56,0,1.535186,4655.032724313896,6,1,0,3,1.0
78321,0,0.379624,42,2,0.474879,1835.36630689803,9,0,3,0,0.0
78322,0,0.627295,32,2,0.440572,867.6580365412254,6,0,1,0,1.0
78323,0,0.578493,44,0,0.011386,3203.63644743404,8,0,2,0,0.0
78324,0,0.207819,64,1,0.027948,,9,1,0,0,0.0
78325,0,0.213965,58,0,0.287116,15351.14913261921,7,1,1,0,0.0
78326,0,0.022685,21,0,0.148096,,13,0,1,0,0.0
78327,0,0.315487,47,1,0.02559,3105.468039863925,7,0,0,1,1.0
78328,0,0.333477,53,0,0.58671,,11,0,1,0,2.0
78329,0,0.203812,78,1,0.016113,5080.277946666219,10,0,0,0,0.0
78330,0,0.296346,70,0,0.107376,,6,0,0,0,0.0
78331,0,0.163651,49,0,0.196525,3385.375656452277,6,0,2,0,0.0
78332,0,0.130025,54,0,0.271866,4256.276785685337,15,1,1,1,1.0
78333,0,0.120592,32,1,0.033372,4271.717999634188,13,0,1,1,2.0
78334,0,0.073408,18,0,0.40402,,8,0,0,0,1.0
78335,0,0.052114,46,0,0.375551,1703.4323340990375,9,1,2,0,1.0
78336,0,0.067082,66,0,0.730781,2020.2787680269062,6,0,2,1,0.0
78337,0,0.54591,54,0,0.0784,,5,0,2,0,1.0
78338,0,0.520461,41,2,0.232901,1646.9767460835003,11,1,1,0,1.0
78339,0,0.502507,64,1,0.165007,7201.202090910548,6,0,2,0,1.0
78340,0,0.06814,77,0,0.605854,1874.4288044523757,9,0,0,0,1.0
78341,0,0.473462,31,0,0.26627,,12,0,0,0,2.0
78342,0,0.037635,51,0,0.044163,5062.253513933887,10,0,2,0,0.0
78343,0,0.234703,44,0,0.019412,5125.082373734092,11,0,0,0,0.0
78344,0,0.25267,52,0,0.033621,12747.153050911324,10,0,2,1,1.0
78345,0,0.09828,45,0,0.193153,8392.791378152142,7,0,0,0,1.0
78346,0,0.388493,91,0,0.044594,,5,0,0,0,1.0
78347,0,0.583127,50,1,0.383162,,7,0,0,0,0.0
78348,0,0.102552,56,2,0.308487,32398.35928131923,9,1,0,1,0.0
78349,0,0.014546,54,0,0.128116,908.4193621088514,10,0,1,0,0.0
78350,0,0.214789,34,1,0.040991,,11,0,0,0,1.0
78351,0,0.101931,54,1,1.345502,1193.8136583552189,9,0,3,0,0.0
78352,0,0.285833,31,0,0.406049,13998.931066684148,8,0,2,0,1.0
78353,0,0.282715,77,0,0.980345,4923.2877614034605,7,0,4,0,1.0
78354,0,0.033248,64,0,0.2034,14897.56331622955,10,0,1,0,1.0
78355,0,0.116383,43,1,0.987049,4139.1434456803345,6,0,0,0,0.0
78356,1,0.875268,49,0,0.062343,,7,0,0,1,1.0
78357,0,0.631244,66,0,0.039377,2605.566301190704,13,0,3,0,2.0
78358,0,0.13618,55,2,0.24183,2023.327626792807,6,0,2,0,0.0
78359,0,0.532056,28,0,0.590813,4965.558866365941,13,0,1,0,3.0
78360,0,0.128575,54,2,0.409226,5738.878635442472,5,0,1,0,1.0
78361,0,0.003039,67,0,0.135009,4794.205730325849,12,0,1,0,0.0
78362,0,0.017648,19,1,0.83108,,10,0,1,0,0.0
78363,1,0.353419,53,1,0.26552,1794.6621356038554,11,0,1,0,2.0
78364,1,0.166436,40,1,0.518193,25219.819754523396,9,1,1,0,2.0
78365,0,0.00676,69,1,0.449277,3347.0214248556167,3,1,0,1,0.0
78366,0,0.175122,45,0,0.070517,37044.8327755353,8,0,0,0,0.0
78367,0,0.167658,44,0,0.000826,7866.189551917671,9,2,2,0,0.0
78368,0,0.363585,63,1,0.744071,14163.905968328549,9,0,0,0,1.0
78369,0,0.219064,39,0,0.805255,8561.23503529796,9,1,3,0,0.0
78370,0,0.128764,53,1,0.423448,5640.945852138917,10,3,0,0,0.0
78371,0,0.099079,55,0,0.045475,2778.4715146593626,10,0,0,0,0.0
78372,0,0.043501,49,0,0.07648,3113.268470841143,10,0,0,0,2.0
78373,0,0.494651,33,0,0.057707,3297.2307570191974,6,1,0,0,2.0
78374,0,0.230104,39,0,0.594236,7224.408741982694,10,0,1,0,1.0
78375,0,0.160946,50,1,0.450005,2861.643746326261,11,0,1,0,2.0
78376,0,0.512523,25,2,0.000715,2840.953785727877,10,0,1,1,0.0
78377,0,0.165069,53,0,0.666997,3938.337413972811,13,1,2,0,0.0
78378,0,0.609728,48,1,0.131828,1391.4029241536634,10,0,1,0,1.0
78379,0,0.386122,60,1,0.080276,,10,0,2,0,1.0
78380,0,0.341274,61,0,0.477323,3114.568729084333,3,0,1,0,0.0
78381,1,0.13878,36,1,0.079209,6541.623486264438,7,1,2,1,0.0
78382,0,0.382186,44,0,0.44604,14679.862778003135,10,0,2,0,1.0
78383,0,0.079507,39,0,0.034997,3813.1518739115213,5,1,0,0,2.0
78384,0,0.326825,44,1,0.248352,1400.3027227042558,11,0,3,0,0.0
78385,0,0.190527,48,1,0.15938,13693.806688557645,6,0,4,0,0.0
78386,0,0.55104,67,0,0.319962,18580.65617369246,15,1,1,0,3.0
78387,0,0.323735,43,1,0.250279,4138.820077515217,6,0,1,1,1.0
78388,0,0.266385,64,0,1.252265,,9,1,0,0,2.0
78389,0,0.222755,55,0,0.029959,10393.906751223854,9,0,1,1,
78390,0,0.146602,71,1,0.181029,5670.628238390267,6,0,3,1,2.0
78391,0,0.183273,47,0,0.903472,9226.32165033455,9,0,0,0,0.0
78392,0,0.196358,40,0,0.283345,,7,0,1,0,2.0
78393,0,0.332713,54,0,0.040789,4657.655629501791,13,0,1,0,3.0
78394,1,0.078989,29,2,0.511079,,4,0,0,0,0.0
78395,1,0.64897,54,1,0.547969,2921.833550410384,8,0,1,1,2.0
78396,0,0.339204,59,0,0.086459,14111.541231622723,10,0,3,0,2.0
78397,0,0.196382,67,2,0.123328,6231.439228487352,12,1,3,0,1.0
78398,0,0.688015,57,0,0.395868,2270.4038457553543,9,0,0,0,0.0
78399,0,0.360754,49,0,0.574208,14289.818810339555,7,1,1,0,0.0
78400,0,0.204459,79,1,0.24965,,8,0,2,0,0.0
78401,0,0.278163,51,1,0.209748,5405.849123763337,2,1,3,0,0.0
78402,0,0.383819,37,0,0.011056,3657.324218453059,8,0,0,0,0.0
78403,0,0.463271,51,1,0.047531,23362.099506012393,13,0,1,0,1.0
78404,0,0.016376,33,0,0.356698,12288.686625218605,14,0,1,0,3.0
78405,0,0.349107,34,0,0.033433,22364.27134192144,15,0,2,0,0.0
78406,0,0.366444,55,2,0.003063,13122.17650681104,17,0,3,1,0.0
78407,0,0.429734,33,0,0.741192,,4,1,0,0,1.0
78408,0,0.116229,43,0,0.195291,,5,0,1,0,2.0
78409,0,0.306488,35,0,0.755827,6723.92448552978,3,0,3,0,0.0
78410,0,0.036408,53,0,0.284014,3378.084476062482,15,0,0,0,0.0
78411,0,0.753995,42,0,0.054224,7341.183157763469,9,0,2,1,0.0
78412,0,15.017444,59,0,0.607509,1553.6839328842734,9,0,0,1,1.0
78413,0,0.224182,58,2,0.243774,9270.873047109879,4,0,0,0,1.0
78414,0,0.311534,33,1,0.01965,24529.903305458447,4,0,0,1,1.0
78415,0,0.122685,64,0,0.259235,6365.8303283018595,8,0,1,0,0.0
78416,0,0.108283,49,0,0.515236,7094.814241136229,9,1,2,0,2.0
78417,0,0.110721,34,0,0.101347,,8,0,0,0,1.0
78418,0,0.272172,57,0,0.159258,2009.8269009809783,6,0,1,1,0.0
78419,0,0.225563,76,1,0.544726,,8,0,2,0,1.0
78420,0,0.401833,49,1,1.113175,,6,1,0,0,3.0
78421,0,0.072656,28,0,0.475108,3906.2800471405712,11,0,1,0,1.0
78422,1,0.224444,64,0,0.00349,1996.456575793977,8,1,2,1,0.0
78423,0,0.033981,74,0,0.295333,27148.49894805893,9,0,0,0,0.0
78424,0,0.16274,36,0,0.198669,,6,0,0,0,0.0
78425,0,0.005576,40,0,0.195226,3928.4962101695437,11,1,0,0,1.0
78426,0,0.063208,52,0,1.103869,3720.8943267069194,8,0,0,1,3.0
78427,0,0.221995,24,1,0.538837,5883.9172249026415,7,0,1,0,2.0
78428,0,0.177635,81,1,0.453778,,10,1,1,0,1.0
78429,0,0.230982,51,1,0.013365,1831.1355242120505,8,0,3,0,0.0
78430,0,0.296578,52,0,0.120734,,7,0,2,1,0.0
78431,0,0.020618,57,1,0.115844,3310.852951556941,10,0,1,0,4.0
78432,0,0.230589,48,0,0.17338,3596.208454901815,8,0,0,2,0.0
78433,0,0.16543,44,0,0.025983,5703.420076626571,7,0,2,0,0.0
78434,0,0.257381,38,1,0.611549,3263.901018722809,3,1,0,1,0.0
78435,0,0.628878,35,0,0.269386,6551.133781741954,10,0,2,1,0.0
78436,0,0.165932,57,0,0.166832,,9,0,0,0,2.0
78437,0,0.020359,70,1,0.006327,2078.3199052741393,5,0,3,0,
78438,0,0.186126,65,1,0.726736,5179.596633273214,5,0,0,0,1.0
78439,0,0.161348,47,1,0.448333,,8,0,2,1,1.0
78440,0,0.583935,49,0,0.087718,8446.540042215584,12,1,0,1,3.0
78441,0,0.03433,74,0,0.001719,12290.725027451937,7,0,0,0,0.0
78442,0,0.507701,40,0,0.129932,7514.55702044592,7,1,2,0,0.0
78443,0,0.470797,28,0,0.480859,,5,0,1,0,0.0
78444,0,0.528407,55,0,0.44516,6323.3115798943545,8,0,0,0,0.0
78445,0,0.151937,63,1,0.066701,6221.883999904754,7,0,0,1,1.0
78446,0,0.230672,18,0,0.206653,3468.968426453866,8,0,1,0,2.0
78447,0,0.519963,57,0,0.012913,2146.922766420278,13,0,2,0,1.0
78448,0,0.577458,36,1,0.604808,9923.860914899775,6,0,1,0,1.0
78449,0,0.531823,32,0,0.797244,24167.72859035258,11,0,2,0,1.0
78450,0,0.360331,47,0,0.451763,10112.324122622733,10,0,1,0,0.0
78451,0,0.341087,35,2,0.116728,1476.7787105320506,5,1,2,0,1.0
78452,0,0.389726,27,0,0.071213,8159.718243733388,13,0,4,0,1.0
78453,0,0.440004,53,1,0.328596,4035.5448581393157,6,0,0,0,1.0
78454,1,0.432609,51,0,0.779742,15556.090540222158,11,0,0,2,1.0
78455,0,0.399169,27,0,0.360687,4565.377534845832,8,0,0,0,1.0
78456,0,0.393797,32,0,0.401288,5840.968744957625,6,0,0,0,3.0
78457,0,0.032812,58,0,0.261565,,2,0,1,0,0.0
78458,0,0.524371,59,1,0.486556,2479.657061234647,10,0,0,1,0.0
78459,0,0.308441,18,0,0.410307,4273.746582657342,3,0,1,0,1.0
78460,0,0.509061,34,1,0.296795,4827.404106009439,5,1,1,0,0.0
78461,1,0.254012,50,0,0.500401,763.5994167184679,9,2,0,0,2.0
78462,0,0.324513,57,0,0.033901,,12,0,3,0,0.0
78463,0,0.041381,57,1,0.903038,11190.819287099846,5,1,0,0,0.0
78464,0,0.214781,60,1,0.622164,16534.043652592,7,0,0,0,1.0
78465,0,0.23657,41,1,0.836897,8188.949614613292,10,0,0,0,0.0
78466,0,0.263112,54,2,0.905603,6832.788840004902,4,1,0,0,1.0
78467,0,0.103747,46,0,0.289351,1557.9128597195468,7,0,0,1,1.0
78468,0,0.244477,44,1,0.174472,5200.121918404207,8,0,1,0,0.0
78469,0,42.137354,30,0,0.500765,19095.94932142179,5,0,2,0,0.0
78470,0,0.567938,56,0,0.167722,3395.8412759084454,8,0,0,0,1.0
78471,0,0.473301,28,0,0.364237,3450.1045882343137,10,0,0,1,
78472,0,0.098236,35,0,0.07246,,11,0,4,0,2.0
78473,0,0.336369,61,0,0.067155,11652.128688865847,4,1,0,1,1.0
78474,0,0.310997,49,0,0.033123,7281.927586237452,1,0,0,0,3.0
78475,0,0.460761,66,0,0.082204,3934.4348397020804,11,0,0,0,1.0
78476,0,0.471844,47,1,0.204577,5547.860584074649,8,2,3,0,0.0
78477,0,29.11469,44,0,0.938818,23875.291319698197,9,0,2,0,0.0
78478,0,0.645258,68,1,0.322906,2587.38968000429,9,0,3,0,2.0
78479,0,0.321447,46,0,0.651081,,12,0,1,0,1.0
78480,0,0.320004,55,0,0.16906,4041.014834620743,11,1,0,0,0.0
78481,0,0.576371,49,0,0.059375,,6,1,1,0,0.0
78482,0,0.191793,53,0,0.530891,3259.760611397771,6,0,0,0,0.0
78483,0,0.224754,48,0,1.226138,2802.5293740538978,6,0,0,0,0.0
78484,1,0.156529,64,0,0.26534,6438.07463870973,5,0,2,0,3.0
78485,0,0.263891,52,0,1.223916,10190.350708263355,9,0,1,0,1.0
78486,0,0.065682,47,1,1.188897,,4,1,1,1,0.0
78487,0,0.361116,55,0,0.283747,,7,1,2,1,1.0
78488,0,0.692762,30,0,0.172654,8385.64688826309,7,1,2,0,2.0
78489,0,0.200839,66,0,1.050691,6584.803513445249,9,2,1,0,1.0
78490,0,0.183377,30,1,0.229375,14261.31111523453,10,1,0,1,0.0
78491,0,0.24001,42,0,0.415981,4916.479322825134,7,0,1,0,0.0
78492,0,0.048343,45,1,0.412781,2995.293421870684,8,0,3,1,0.0
78493,1,0.266072,55,0,0.041917,1118.0023385215056,7,1,0,0,1.0
78494,0,0.144824,74,1,0.244596,18761.832849551618,12,0,0,0,0.0
78495,0,0.28148,66,2,0.224262,22240.457050134173,5,2,1,0,0.0
78496,0,0.420998,31,1,0.090088,2758.8973637048666,5,1,2,0,0.0
78497,0,0.167395,39,0,0.071868,3467.300776665012,8,0,1,1,1.0
78498,0,0.484664,32,0,0.13755,2853.7451733368666,12,1,1,1,0.0
78499,0,0.144893,33,0,0.01374,8843.030331513502,4,0,0,0,0.0
78500,0,0.119633,43,0,0.008793,3244.572537311098,7,0,1,1,0.0
78501,0,0.208353,70,1,0.26416,4646.881860300974,9,1,2,0,4.0
78502,0,0.184279,48,0,0.926118,,11,2,3,0,1.0
78503,0,0.325121,50,0,0.175766,2384.642225336904,4,0,2,0,2.0
78504,0,20.863223,55,0,0.315701,9277.513347545473,8,0,1,0,3.0
78505,0,0.467944,38,1,0.01014,12081.820801873744,11,0,1,0,0.0
78506,0,0.073364,51,0,0.732769,,10,0,1,1,1.0
78507,0,0.149345,55,1,0.082169,6348.868370327425,3,2,1,1,1.0
78508,0,0.428766,86,0,0.159446,1343.4157487901014,11,0,0,0,1.0
78509,0,0.176608,64,0,0.103526,2704.423651855208,6,0,1,0,1.0
78510,0,0.313464,75,0,0.186454,2722.860298477676,15,0,1,0,1.0
78511,0,0.35716,52,0,0.084476,5976.453621772504,7,0,1,1,1.0
78512,0,0.408139,59,1,0.998953,7490.989953820062,10,0,0,1,0.0
78513,0,0.247438,55,0,0.259651,4804.1124613612155,8,0,2,0,4.0
78514,0,0.604777,26,0,0.309203,5552.2492383633535,5,0,2,0,0.0
78515,0,0.122478,18,1,0.032273,7092.482901786052,12,0,3,0,1.0
78516,0,0.562494,36,0,0.031732,,14,0,0,0,2.0
78517,0,0.316439,69,1,0.209219,6282.675006652266,8,0,4,0,0.0
78518,0,0.168172,46,0,0.565845,646.6636302420148,5,0,1,0,0.0
78519,0,0.541105,62,1,0.804467,10317.74317190648,11,0,0,1,1.0
78520,0,0.271046,70,1,0.226846,9520.62479332301,8,1,0,0,2.0
78521,1,0.268581,34,1,0.362324,5745.711114452068,3,1,0,2,1.0
78522,0,0.301043,72,0,0.740419,29384.18288316801,6,0,2,0,1.0
78523,0,0.054549,35,1,0.11072,7354.143129702678,8,0,1,0,0.0
78524,0,0.290682,49,0,0.237708,2244.4221400331426,5,0,2,2,0.0
78525,0,0.063336,36,0,0.182504,,12,0,0,0,0.0
78526,0,0.200262,55,1,0.156571,5121.322261158717,9,0,1,0,0.0
78527,1,0.45789,49,1,0.090175,2696.9464117908287,10,0,2,0,1.0
78528,0,0.299642,63,0,0.022274,32437.8050575513,6,0,2,0,1.0
78529,0,0.117621,65,0,0.106306,3048.1715530676665,12,1,1,0,1.0
78530,0,0.167872,74,2,0.713825,14590.021537287088,11,0,4,0,1.0
78531,0,0.149508,62,0,0.350404,2568.910635405785,5,1,3,0,1.0
78532,0,0.256696,63,0,0.100198,3343.4372195439587,10,0,1,0,4.0
78533,0,0.17924,45,0,0.36474,2237.241324714838,6,0,2,0,2.0
78534,0,0.217401,49,0,0.070743,3126.5176901786194,10,0,1,1,0.0
78535,0,0.649524,56,0,0.329521,4563.746678645877,12,0,4,1,2.0
78536,0,0.250194,34,0,0.158101,7585.552030144273,8,0,3,0,1.0
78537,1,0.054389,67,1,0.209542,3232.966463229797,13,0,1,0,1.0
78538,0,0.125751,50,0,0.794414,12949.051870277419,11,0,0,1,5.0
78539,0,0.079186,54,0,0.132176,5419.623684000889,8,0,1,0,0.0
78540,0,0.175094,30,0,0.116145,2769.6410135666706,7,0,1,0,0.0
78541,0,0.455124,46,0,0.15463,3075.7894003537203,6,0,0,0,0.0
78542,0,0.270105,64,0,0.07611,12315.876143282523,6,0,2,0,1.0
78543,0,0.399742,57,0,0.378065,1353.6791780098747,4,0,1,1,1.0
78544,0,0.216468,63,0,0.124986,13279.989725795069,9,0,1,0,0.0
78545,0,0.185992,47,0,0.079127,21119.26047956061,8,1,0,0,0.0
78546,0,0.168078,53,1,0.168959,,8,0,1,0,1.0
78547,0,0.186327,50,0,0.191232,4575.544534522924,8,0,0,0,0.0
78548,0,0.257257,61,0,0.026963,12886.343290396953,6,0,0,0,1.0
78549,0,0.230588,55,0,0.178429,3464.598951060438,4,0,1,1,0.0
78550,0,0.456153,46,0,0.094803,,11,0,2,0,0.0
78551,0,0.092179,18,1,0.004014,4795.524368226813,6,0,2,0,0.0
78552,0,0.219111,54,1,0.237875,12068.113845837846,9,0,0,0,0.0
78553,0,0.375943,28,0,0.005538,6297.415065302765,10,0,1,0,1.0
78554,0,0.444549,61,0,0.050242,,10,1,1,0,2.0
78555,0,0.357602,63,0,0.055687,29186.56697885664,6,0,2,0,0.0
78556,0,0.162119,20,1,0.39494,,10,0,1,0,0.0
78557,0,0.399013,56,0,0.652084,3490.5333075347735,4,0,0,0,1.0
78558,0,0.190975,55,0,0.39461,2828.556330419137,5,0,0,0,2.0
78559,0,0.364086,57,1,0.421075,3142.832312672019,13,0,0,0,1.0
78560,0,0.385961,34,0,0.089544,1589.4659864101377,10,0,0,3,0.0
78561,0,0.386248,58,1,0.237343,2450.6188133440733,10,1,0,0,0.0
78562,0,0.011549,34,0,0.303802,3617.3105578460745,6,1,2,0,0.0
78563,0,0.223107,61,0,0.098878,11379.036481217283,6,1,0,0,2.0
78564,0,0.048059,58,0,0.942571,9164.801309889694,10,0,1,0,0.0
78565,0,0.382999,47,0,1.577254,11494.158168795424,3,0,1,0,2.0
78566,0,0.084038,57,1,0.826056,6994.634748004381,5,0,2,0,0.0
78567,0,0.364921,38,1,0.016407,15071.226566198211,7,0,3,0,0.0
78568,0,0.171503,44,1,0.006384,4577.362510991296,6,0,1,0,1.0
78569,0,0.066089,68,0,0.253036,14329.133660685053,6,0,2,1,
78570,0,0.280427,67,0,0.332073,7203.582474564552,11,0,1,0,1.0
78571,0,0.067492,36,1,0.142891,9226.032310099243,4,0,0,0,2.0
78572,0,0.55974,43,0,1.051211,7558.5404781400375,8,0,0,1,0.0
78573,0,0.396008,44,0,0.129648,4814.024666322225,9,0,0,1,1.0
78574,0,0.318036,52,0,0.521564,3213.575910927314,6,0,0,0,1.0
78575,0,0.066557,50,0,0.150775,5639.376181863979,6,0,0,0,0.0
78576,0,0.048159,70,0,0.253798,4863.236379611543,14,0,2,1,0.0
78577,0,0.186807,73,0,0.467525,11572.553671634974,4,0,2,0,0.0
78578,0,0.178029,77,0,0.039819,2006.523516645553,9,0,0,0,4.0
78579,0,0.309355,82,0,0.367029,20052.924057365257,2,0,1,0,0.0
78580,1,0.100211,29,2,0.228246,,13,0,0,1,1.0
78581,0,0.223846,49,1,0.401041,,10,1,0,0,0.0
78582,1,0.12479,42,0,0.349836,,7,0,0,0,0.0
78583,0,0.351743,39,1,0.45696,904.564093925563,14,1,1,1,1.0
78584,0,0.419082,71,0,0.019583,1992.2518008302222,4,0,1,0,3.0
78585,1,14.249121,57,1,1.687226,3176.232533201745,8,0,1,1,0.0
78586,0,0.03922,29,0,0.391901,930.8797532265057,10,0,0,0,2.0
78587,0,0.414083,88,0,0.404616,27195.41155660102,7,0,1,0,0.0
78588,0,0.092922,26,1,0.376067,,11,1,2,0,1.0
78589,0,0.134907,47,1,0.262434,606.2416145968896,8,0,2,0,1.0
78590,0,0.191008,53,0,1.778486,5867.902500828475,9,0,1,2,1.0
78591,0,0.182019,36,0,0.009046,8514.14223065567,7,0,1,0,1.0
78592,0,0.116994,59,0,0.292527,10036.340036558702,6,0,1,0,1.0
78593,0,0.170782,43,0,0.101274,,10,0,1,0,0.0
78594,0,0.033589,63,1,0.128838,1872.3406922975025,10,0,1,0,1.0
78595,0,0.771548,57,0,0.042616,14286.87748048516,9,0,2,0,2.0
78596,0,0.095753,18,0,0.436705,6435.943335107136,9,0,1,0,0.0
78597,0,0.085883,30,0,1.310534,4843.655741176837,6,0,0,0,0.0
78598,0,0.761052,63,0,0.625385,4274.847100414073,6,0,1,0,2.0
78599,0,0.171373,57,1,0.084699,2141.3874604731054,10,1,0,0,4.0
78600,0,0.052271,37,1,0.510392,2045.368527907264,9,0,0,0,2.0
78601,0,0.125451,42,0,0.09818,2187.0154053058072,6,0,1,0,2.0
78602,0,0.28978,50,1,0.572104,5641.494420418823,9,0,2,1,1.0
78603,0,0.298187,23,1,0.417809,,10,0,0,0,1.0
78604,0,0.169323,83,0,0.203432,2733.247831479275,6,0,1,0,0.0
78605,0,0.27973,38,1,0.069513,8075.103627506494,10,0,2,1,0.0
78606,1,0.107436,52,1,0.1986,,8,0,3,0,1.0
78607,0,0.115287,75,0,0.013967,3010.145182355613,13,0,1,0,0.0
78608,0,0.458718,49,1,0.146316,15237.486624390747,11,1,2,0,0.0
78609,0,0.333128,56,0,0.076807,,8,0,0,0,1.0
78610,0,0.512656,38,0,0.792525,26678.025640665284,4,2,0,0,1.0
78611,0,0.222216,44,0,0.08734,24500.136950597367,10,0,0,0,2.0
78612,0,0.09738,39,0,0.146156,3370.0118090210676,9,0,0,0,0.0
78613,0,0.390554,69,2,0.184873,1417.3391227290826,10,0,1,0,0.0
78614,0,0.704293,42,1,0.351094,8716.316895513668,6,2,0,1,0.0
78615,0,0.080942,41,2,0.452145,3280.0364296680327,5,0,2,0,0.0
78616,0,0.325064,39,0,0.28777,,11,0,2,1,1.0
78617,0,0.326128,57,2,0.025994,8817.941411216669,10,0,0,0,0.0
78618,0,0.108572,60,1,0.005058,4021.8370085433608,11,0,0,0,1.0
78619,1,0.15019,24,0,0.974041,,10,0,2,1,2.0
78620,0,0.635341,52,1,0.021362,,6,0,0,0,0.0
78621,0,0.078491,56,0,0.362222,826.0181534242511,5,0,0,0,0.0
78622,0,0.473485,71,0,0.202706,12817.8904344411,10,0,0,0,1.0
78623,0,0.434571,34,1,0.099016,4496.074900077007,8,0,3,0,0.0
78624,0,0.345215,36,0,0.019872,5446.361312256179,2,0,0,0,1.0
78625,1,0.403608,60,1,0.601287,2521.219450907144,8,0,2,1,1.0
78626,0,0.635006,51,0,1.016187,,7,0,3,0,1.0
78627,0,0.29332,71,1,0.111319,1032.781990776311,11,0,0,1,0.0
78628,0,0.182749,67,0,0.730583,4191.2835217044985,11,0,1,0,1.0
78629,1,0.709071,55,0,0.592551,,8,0,0,0,1.0
78630,0,0.130437,51,0,0.014289,44514.58319774367,10,0,1,0,1.0
78631,0,0.525515,49,1,0.326935,16458.16354525402,7,0,0,1,3.0
78632,0,0.283506,51,0,0.250317,8886.17926971987,9,0,0,1,0.0
78633,0,0.374914,52,0,0.112794,2214.5905882629036,12,1,0,0,0.0
78634,0,0.11688,71,0,0.354397,4981.897215933067,7,0,0,0,1.0
78635,0,0.386313,23,2,1.300916,,7,1,0,0,0.0
78636,0,0.324186,46,0,0.406382,9158.10910939773,10,1,2,0,1.0
78637,0,0.271016,54,1,0.065818,1469.4276208547826,8,0,2,0,1.0
78638,0,0.304006,43,0,0.364173,9494.26389582363,11,0,0,0,0.0
78639,0,0.323687,47,0,0.469101,3512.7291797383423,5,0,0,0,0.0
78640,0,0.344067,45,1,0.195096,,9,0,1,1,2.0
78641,0,0.076227,70,1,0.240084,3721.912675318191,9,0,1,1,1.0
78642,0,0.365277,46,1,0.102213,3690.050401398616,9,0,0,0,3.0
78643,1,0.381062,41,3,0.052306,7051.965909836994,9,0,2,0,3.0
78644,0,0.405055,62,1,1.603072,12261.121443617054,11,0,1,0,0.0
78645,0,0.08966,44,2,0.220046,3993.026201373945,7,1,0,0,1.0
78646,0,0.063039,49,0,0.823192,,11,2,0,0,1.0
78647,1,0.116253,36,2,0.337287,5983.172132470298,5,1,1,0,0.0
78648,0,0.354196,46,0,0.286933,3131.764006437829,7,0,0,0,0.0
78649,0,0.404128,51,0,1.060597,7236.532806500055,7,0,3,0,2.0
78650,0,0.489642,34,0,0.074127,10397.068908941,9,1,0,0,2.0
78651,0,0.110166,50,0,0.004117,2561.4801729449473,10,0,1,0,0.0
78652,0,0.247642,59,0,1.370497,3697.2136864286404,6,1,0,0,1.0
78653,1,0.517502,24,1,0.137017,,8,0,0,1,4.0
78654,0,0.363475,42,0,0.083065,18579.543731703656,9,0,2,0,0.0
78655,0,0.583832,87,1,0.209783,,9,0,0,0,0.0
78656,0,0.132956,49,1,0.282686,16511.1372888687,8,0,1,0,1.0
